detail_id,favorite_food,feeding_frequency,aggressive
795,"Antelope, sable",Monthly,1
796,Nyala,Once,0
797,Red-tailed phascogale,Daily,1
798,Long-tailed skua,Daily,0
799,Suricate,Often,0
800,"Goose, knob-nosed",Once,1
801,Brush-tailed bettong,Monthly,0
802,Gulls (unidentified),Once,0
803,Two-toed sloth,Daily,0
804,"Iguana, common green",Once,1
805,Red kangaroo,Never,0
806,"Stork, white",Often,1
807,Hummingbird (unidentified),Weekly,1
808,"Partridge, coqui",Yearly,1
809,Field flicker,Once,1
810,Pallas's fish eagle,Weekly,0
811,Black-backed magpie,Often,0
812,"Lourie, grey",Daily,1
813,Southern brown bandicoot,Monthly,1
814,Roe deer,Once,0
815,Civet cat,Often,1
816,Square-lipped rhinoceros,Daily,0
817,"Antechinus, brown",Seldom,0
818,Vicuna,Weekly,0
819,"Macaw, scarlet",Weekly,1
820,Spotted deer,Once,1
821,Lily trotter,Once,0
822,Bat-eared fox,Daily,1
823,"Crab, red lava",Weekly,0
824,"Lion, steller sea",Daily,0
825,"Stork, european",Yearly,1
826,"Dog, black-tailed prairie",Daily,0
827,"Spurfowl, yellow-necked",Once,1
828,Galapagos penguin,Often,0
829,Water legaan,Seldom,1
830,Leadbeateri's ground hornbill,Never,0
831,Western pygmy possum,Weekly,0
832,Chestnut weaver,Seldom,1
833,"Python, carpet",Never,1
834,"Beaver, eurasian",Daily,0
835,"Zorro, common",Weekly,0
836,Boat-billed heron,Daily,1
837,Great kiskadee,Often,0
838,"Francolin, coqui",Once,1
839,Cottonmouth,Often,0
840,Tammar wallaby,Yearly,1
841,Lilac-breasted roller,Never,1
842,Asiatic jackal,Often,0
843,"Glider, feathertail",Never,0
844,Nine-banded armadillo,Yearly,0
845,Gulls (unidentified),Yearly,1
846,"Chickadee, black-capped",Monthly,0
847,"Ibis, puna",Daily,0
848,Short-nosed bandicoot,Monthly,0
849,"Cockatoo, red-breasted",Once,1
850,"Tortoise, galapagos",Often,0
851,Old world fruit bat (unidentified),Once,1
852,"Barbet, crested",Seldom,0
853,"Possum, western pygmy",Yearly,1
854,"Goose, knob-nosed",Never,0
855,"Squirrel, uinta ground",Once,1
856,Neotropic cormorant,Often,1
857,Land iguana,Weekly,0
858,"Robin, white-throated",Once,0
859,River wallaby,Monthly,0
860,Emerald-spotted wood dove,Seldom,0
861,"Phascogale, red-tailed",Once,1
862,"Lizard, collared",Daily,0
863,"Stork, greater adjutant",Never,1
864,"Curlew, black",Once,1
865,"Lizard, mexican beaded",Monthly,0
866,"Gull, kelp",Seldom,0
867,Wolf spider,Seldom,0
868,Woodchuck,Weekly,1
869,"Crane, blue",Yearly,1
870,Roseat flamingo,Yearly,1
871,"Stilt, black-winged",Daily,1
872,"Starling, cape",Seldom,0
873,Greater adjutant stork,Once,0
874,"Anteater, australian spiny",Seldom,1
875,Small-spotted genet,Never,0
876,Eastern boa constrictor,Seldom,0
877,Collared lemming,Seldom,1
878,"Mynah, indian",Seldom,1
879,"Dove, ring",Yearly,0
880,Cape Barren goose,Weekly,1
881,Yellow-throated sandgrouse,Yearly,0
882,"Frogmouth, tawny",Never,1
883,Scottish highland cow,Seldom,1
884,"Squirrel, pine",Often,1
885,"Buffalo, asian water",Often,0
886,Indian star tortoise,Monthly,0
887,Common wolf,Daily,1
888,Cobra (unidentified),Seldom,0
889,"Kangaroo, jungle",Monthly,1
890,Richardson's ground squirrel,Never,1
891,"Otter, canadian river",Monthly,0
892,Grey-footed squirrel,Weekly,1
893,"Crane, black-crowned",Once,1
894,"Mongoose, yellow",Once,1
895,"Barbet, levaillant's",Often,1
896,Euro wallaby,Yearly,0
897,Common grenadier,Never,1
898,"Siskin, pine",Daily,1
899,Black-tailed prairie dog,Seldom,1
900,"Eagle, bateleur",Once,0
901,"Rat, arboral spiny",Yearly,0
902,Australian masked owl,Monthly,1
903,"Capuchin, brown",Monthly,0
904,Crested barbet,Monthly,0
905,Bushbuck,Seldom,1
906,"Rhinoceros, black",Weekly,0
907,Lily trotter,Yearly,0
908,"Lion, steller sea",Yearly,0
909,Snowy owl,Monthly,0
910,"Elephant, asian",Never,0
911,"Squirrel, eastern fox",Seldom,0
912,Salmon pink bird eater tarantula,Seldom,0
913,"Caracara, yellow-headed",Daily,1
914,"Bustard, kori",Never,0
915,"Chickadee, black-capped",Seldom,0
916,"Sloth, two-toed",Seldom,0
917,"Tortoise, indian star",Never,1
918,Small Indian mongoose,Often,0
919,"Goldeneye, common",Daily,1
920,"Boa, cook's tree",Weekly,0
921,Blue catfish,Monthly,0
922,Tokay gecko,Often,0
923,"Capuchin, brown",Monthly,0
924,"Rhea, gray",Often,1
925,Blue-footed booby,Often,0
926,"Lapwing, southern",Weekly,1
927,White-lipped peccary,Once,0
928,Black-capped chickadee,Never,1
929,Mara,Monthly,0
930,"Drongo, fork-tailed",Often,1
931,Blue-faced booby,Often,1
932,Galapagos tortoise,Yearly,1
933,"Monkey, red howler",Often,0
934,"Phascogale, red-tailed",Yearly,1
935,Black swan,Never,1
936,"Lion, steller's sea",Often,0
937,"Rhea, common",Monthly,0
938,Hanuman langur,Monthly,1
939,"Lizard, desert spiny",Daily,1
940,"Lechwe, kafue flats",Monthly,0
941,Pied kingfisher,Seldom,1
942,Boat-billed heron,Never,0
943,Bald eagle,Never,0
944,"Iguana, marine",Seldom,0
945,"Stork, painted",Once,1
946,Cape starling,Yearly,1
947,"Deer, black-tailed",Daily,1
948,"Mongoose, javan gold-spotted",Yearly,0
949,Guerza,Weekly,1
950,Greater flamingo,Never,0
951,"Fox, asian red",Weekly,0
952,Roan antelope,Once,0
953,"Goose, snow",Once,1
954,"Wolf, timber",Weekly,1
955,Miner's cat,Yearly,1
956,Puku,Yearly,1
957,"Squirrel, palm",Never,0
958,"Deer, white-tailed",Seldom,1
959,Boat-billed heron,Never,0
960,"Phalarope, grey",Weekly,0
961,Long-crested hawk eagle,Daily,0
962,"Pelican, brown",Yearly,1
963,"Boa, columbian rainbow",Once,1
964,Red-billed buffalo weaver,Never,0
965,Yellow-crowned night heron,Yearly,0
966,Wild water buffalo,Yearly,0
967,Marine iguana,Once,0
968,Crowned eagle,Daily,1
969,"Eagle, crowned",Weekly,0
970,"Lizard, frilled",Daily,1
971,Common zorro,Seldom,1
972,Blue and gold macaw,Seldom,1
973,Giant girdled lizard,Once,1
974,Sandhill crane,Weekly,1
975,"Grenadier, common",Daily,1
976,Small-clawed otter,Never,0
977,Roseate cockatoo,Weekly,0
978,"Fox, silver-backed",Seldom,0
979,Painted stork,Weekly,0
980,Tsessebe,Daily,0
981,South American puma,Monthly,1
982,"Caracara, yellow-headed",Often,1
983,"Otter, cape clawless",Often,0
984,Oribi,Once,0
985,"Antelope, sable",Daily,1
986,"Gecko, ring-tailed",Yearly,1
987,Masked booby,Monthly,0
988,Common zorro,Yearly,1
989,Chital,Yearly,1
990,"Vulture, griffon",Never,0
991,"Toucan, red-billed",Often,0
992,"Fox, bat-eared",Never,1
993,"Glider, sugar",Weekly,1
994,"Stork, black-necked",Often,0
995,"Possum, western pygmy",Daily,1
996,"Baboon, savanna",Yearly,1
997,Australian magpie,Daily,1
998,Aardwolf,Weekly,0
999,Greater roadrunner,Weekly,1
1000,Hawk-headed parrot,Often,1
1001,"Deer, barasingha",Often,0
1002,River wallaby,Monthly,1
1003,Spotted-tailed quoll,Once,1
1004,Lava gull,Often,1
1005,"Monitor, water",Seldom,1
1006,Swainson's francolin,Daily,0
1007,"Chickadee, black-capped",Yearly,0
1008,"Gonolek, burchell's",Monthly,0
1009,Four-striped grass mouse,Seldom,0
1010,Sacred ibis,Once,0
1011,Mexican beaded lizard,Often,0
1012,Long-billed cockatoo,Daily,0
1013,"Peacock, indian",Never,1
1014,Pale-throated three-toed sloth,Yearly,0
1015,Caracara (unidentified),Seldom,1
1016,Red squirrel,Seldom,0
1017,"Cat, kaffir",Weekly,0
1018,Asian water dragon,Once,0
1019,Long-nosed bandicoot,Daily,1
1020,Short-nosed bandicoot,Monthly,1
1021,"Owl, white-browed",Monthly,0
1022,Hanuman langur,Seldom,1
1023,White-rumped vulture,Often,1
1024,Oriental white-backed vulture,Weekly,1
1025,"Deer, spotted",Seldom,0
1026,"Possum, ring-tailed",Seldom,1
1027,"Fox, blue",Yearly,1
1028,Cape fox,Never,1
1029,Greater roadrunner,Often,1
1030,"Ibis, puna",Often,1
1031,Common langur,Monthly,1
1032,Eurasian beaver,Often,1
1033,"Duiker, common",Never,1
1034,Trumpeter swan,Monthly,1
1035,"Stork, marabou",Daily,0
1036,"Cockatoo, red-tailed",Monthly,1
1037,"Gull, southern black-backed",Never,1
1038,"Quoll, spotted-tailed",Yearly,1
1039,Jabiru stork,Seldom,1
1040,"Flamingo, chilean",Often,0
1041,Vine snake (unidentified),Weekly,1
1042,"Boa, emerald green tree",Seldom,1
1043,"Whale, baleen",Weekly,0
1044,Dusky rattlesnake,Once,1
1045,"Spoonbill, european",Daily,1
1046,Butterfly (unidentified),Yearly,1
1047,Springbok,Once,0
1048,"Fox, pampa gray",Daily,0
1049,"Bandicoot, short-nosed",Once,1
1050,"Bushbaby, large-eared",Daily,0
1051,"Vulture, white-headed",Daily,1
1052,"Bulbul, black-fronted",Never,0
1053,Chameleon (unidentified),Once,0
1054,"Stork, jabiru",Weekly,1
1055,Ibex,Often,1
1056,Tyrant flycatcher,Never,0
1057,"Dragon, ornate rock",Yearly,1
1058,Cattle egret,Once,0
1059,"Pigeon, wood",Seldom,1
1060,"Bear, polar",Never,1
1061,"Buffalo, american",Yearly,0
1062,"Sheep, stone",Once,1
1063,"Macaw, red and blue",Never,0
1064,Four-horned antelope,Once,1
1065,"Sloth, pale-throated three-toed",Monthly,0
1066,"Stilt, black-winged",Often,1
1067,Bonnet macaque,Weekly,0
1068,"Kite, black",Often,0
1069,Common dolphin,Never,0
1070,"Viper, egyptian",Seldom,0
1071,"Tern, arctic",Seldom,0
1072,Caracal,Seldom,0
1073,"Rhinoceros, square-lipped",Yearly,0
1074,Bee-eater (unidentified),Weekly,1
1075,Galapagos penguin,Yearly,0
1076,"Owl, white-browed",Once,1
1077,Galapagos tortoise,Never,0
1078,"Lizard, desert spiny",Daily,0
1079,Red-tailed wambenger,Once,1
1080,Urial,Monthly,0
1081,Long-crested hawk eagle,Once,0
1082,Rufous-collared sparrow,Weekly,0
1083,"Tern, royal",Yearly,1
1084,Western bearded dragon,Yearly,0
1085,Whip-tailed wallaby,Never,0
1086,Cormorant (unidentified),Daily,0
1087,"Tern, royal",Weekly,0
1088,Puma,Once,0
1089,Mexican beaded lizard,Seldom,0
1090,"Partridge, coqui",Never,1
1091,Green heron,Often,0
1092,Chimpanzee,Never,1
1093,"Gazer, sun",Weekly,0
1094,"Kangaroo, jungle",Yearly,1
1095,Crimson-breasted shrike,Daily,0
1096,Bat-eared fox,Once,0
1097,"Jackal, silver-backed",Once,0
1098,Horned puffin,Never,1
1099,Pied kingfisher,Yearly,0
1100,"Goose, knob-nosed",Seldom,0
1101,"Stork, painted",Weekly,0
1102,"Bettong, brush-tailed",Seldom,0
1103,"Grenadier, common",Once,0
1104,Curve-billed thrasher,Monthly,0
1105,"Constrictor, eastern boa",Weekly,1
1106,Chilean flamingo,Monthly,1
1107,"Flicker, campo",Weekly,1
1108,"Pheasant, ring-necked",Weekly,0
1109,"Gull, kelp",Once,0
1110,Bontebok,Often,0
1111,Beisa oryx,Never,0
1112,Common turkey,Weekly,1
1113,Ferruginous hawk,Weekly,1
1114,Four-striped grass mouse,Seldom,1
1115,Lava gull,Once,0
1116,"Bird, magnificent frigate",Once,0
1117,"Squirrel, golden-mantled ground",Seldom,0
1118,"Egret, great",Often,1
1119,"Finch, common melba",Seldom,0
1120,Horned puffin,Never,0
1121,"Cardinal, black-throated",Yearly,1
1122,Horned puffin,Yearly,1
1123,"Otter, canadian river",Once,0
1124,"Lizard, collared",Seldom,1
1125,"Pie, rufous tree",Weekly,1
1126,Pied crow,Never,1
1127,Dassie,Daily,0
1128,American bison,Weekly,0
1129,White-browed owl,Monthly,0
1130,"Cat, jungle",Daily,1
1131,"Kangaroo, black-faced",Yearly,1
1132,"Shelduck, common",Seldom,1
1133,"Possum, common brushtail",Never,1
1134,"Shrike, southern white-crowned",Monthly,1
1135,Slender loris,Seldom,1
1136,"Robin, white-throated",Monthly,0
1137,Coqui francolin,Daily,1
1138,Long-tailed jaeger,Monthly,0
1139,"Bison, american",Daily,0
1140,Galapagos albatross,Weekly,1
1141,"Lion, asian",Once,0
1142,"Wallaby, bennett's",Often,1
1143,"Glider, feathertail",Never,0
1144,"Insect, stick",Yearly,0
1145,Black-cheeked waxbill,Daily,0
1146,"Civet, common palm",Weekly,1
1147,Yellow-rumped siskin,Monthly,0
1148,Small-toothed palm civet,Seldom,0
1149,"Squirrel, african bush",Weekly,0
1150,Cougar,Yearly,1
1151,"Glider, squirrel",Daily,1
1152,Scarlet macaw,Never,1
1153,"Fox, crab-eating",Often,0
1154,Blesbok,Weekly,0
1155,Bleeding heart monkey,Weekly,1
1156,Blackish oystercatcher,Yearly,1
1157,"Tenrec, tailless",Never,1
1158,"Squirrel, malabar",Never,0
1159,Yellow-billed stork,Weekly,1
1160,"Goat, mountain",Never,0
1161,"Fox, savanna",Daily,1
1162,"Possum, ring-tailed",Never,1
1163,Green-winged macaw,Monthly,0
1164,"Lion, southern sea",Never,0
1165,Lizard (unidentified),Once,1
1166,Crab-eating fox,Once,0
1167,Bent-toed gecko,Never,0
1168,"Phascogale, red-tailed",Never,0
1169,"Possum, ring-tailed",Weekly,1
1170,"Duiker, gray",Often,0
1171,"Reedbuck, bohor",Often,1
1172,"Dolphin, common",Monthly,0
1173,Northern elephant seal,Never,0
1174,"Starling, red-shouldered glossy",Daily,0
1175,Springbok,Monthly,1
1176,"Sloth, two-toed",Monthly,1
1177,Dama wallaby,Weekly,1
1178,Sloth bear,Never,1
1179,Sacred ibis,Weekly,1
1180,"Antechinus, brown",Monthly,1
1181,"Lemur, ring-tailed",Yearly,1
1182,"Capuchin, black-capped",Never,0
1183,Sally lightfoot crab,Often,0
1184,Horned puffin,Seldom,1
1185,"Trotter, lily",Yearly,0
1186,"Porcupine, north american",Often,0
1187,Scaly-breasted lorikeet,Often,1
1188,Civet (unidentified),Weekly,0
1189,Brown and yellow marshbird,Yearly,0
1190,Mudskipper (unidentified),Monthly,1
1191,"Baboon, savanna",Monthly,0
1192,Magellanic penguin,Monthly,0
1193,"Zebra, common",Daily,1
1194,"Snake, western patch-nosed",Daily,0
1195,"Iguana, common green",Monthly,0
1196,"Wallaby, bennett's",Seldom,0
1197,Blue shark,Weekly,1
1198,Blue waxbill,Monthly,1
1199,Bontebok,Once,0
1200,"Crane, blue",Once,1
1201,Crested bunting,Daily,0
1202,Blue-faced booby,Never,1
1203,White-browed sparrow weaver,Often,0
1204,"Dik, kirk's dik",Daily,1
1205,"Boar, wild",Never,0
1206,"Elephant, asian",Never,1
1207,"Flicker, field",Yearly,1
1208,Emerald-spotted wood dove,Never,1
1209,"Bat, little brown",Never,1
1210,European stork,Once,0
1211,Aardwolf,Never,0
1212,Red-breasted cockatoo,Seldom,0
1213,Northern phalarope,Monthly,0
1214,"Cobra, egyptian",Yearly,1
1215,"Langur, common",Yearly,1
1216,"Owl, australian masked",Once,1
1217,Little grebe,Often,0
1218,"Godwit, hudsonian",Never,0
1219,Blue and yellow macaw,Yearly,0
1220,Slender loris,Often,0
1221,"Nighthawk, common",Never,0
1222,Long-tailed jaeger,Never,1
1223,"Whale, long-finned pilot",Seldom,1
1224,Egyptian goose,Yearly,0
1225,"Curlew, black",Once,0
1226,"Grebe, little",Never,1
1227,Sun gazer,Once,1
1228,"Kookaburra, laughing",Never,0
1229,Timber wolf,Monthly,0
1230,Chuckwalla,Weekly,1
1231,African black crake,Often,0
1232,Yellow baboon,Seldom,1
1233,Flying fox (unidentified),Weekly,0
1234,"Dragon, western bearded",Seldom,0
1235,"Tern, white-winged black",Weekly,0
1236,South American puma,Once,1
1237,"Reedbuck, bohor",Weekly,0
1238,House sparrow,Often,0
1239,Galapagos sea lion,Seldom,1
1240,Common palm civet,Yearly,0
1241,Nubian bee-eater,Weekly,0
1242,"Trumpeter, green-winged",Daily,0
1243,Large cormorant,Once,1
1244,Polar bear,Once,0
1245,Giant otter,Once,1
1246,Steller's sea lion,Often,1
1247,Sarus crane,Weekly,1
1248,"Bunting, crested",Weekly,1
1249,"Swan, black",Once,1
1250,Stick insect,Monthly,1
1251,Pine squirrel,Once,0
1252,Red-knobbed coot,Once,1
1253,Blackish oystercatcher,Weekly,0
1254,Arboral spiny rat,Daily,1
1255,Asian red fox,Once,1
1256,Yellow-billed hornbill,Yearly,1
1257,"Vulture, black",Yearly,1
1258,Sugar glider,Once,0
1259,"Wolf, mexican",Yearly,0
1260,Hoffman's sloth,Yearly,1
1261,African clawless otter,Often,1
1262,"Armadillo, common long-nosed",Monthly,0
1263,"Roller, lilac-breasted",Once,1
1264,"Heron, black-crowned night",Daily,0
1265,"Fox, asian red",Weekly,0
1266,"Buffalo, asian water",Never,1
1267,European red squirrel,Often,1
1268,"Heron, striated",Monthly,0
1269,Carmine bee-eater,Daily,0
1270,"Dolphin, striped",Never,0
1271,"Hyena, brown",Yearly,0
1272,"Flamingo, greater",Once,0
1273,Chameleon (unidentified),Yearly,0
1274,Common shelduck,Yearly,0
1275,Slender loris,Daily,0
1276,Moose,Often,1
1277,Cape Barren goose,Weekly,0
1278,White-winged dove,Once,0
1279,"Darter, african",Weekly,0
1280,"Sheathbill, snowy",Often,0
1281,Silver gull,Monthly,0
1282,"Shrike, common boubou",Seldom,0
1283,"Cockatoo, red-tailed",Once,1
1284,Kalahari scrub robin,Often,1
1285,Red-breasted cockatoo,Yearly,0
1286,"Gecko, bent-toed",Never,0
1287,Desert tortoise,Yearly,0
1288,Grison,Once,0
1289,"Whale, killer",Often,1
1290,"Armadillo, seven-banded",Once,0
1291,"Monkey, red howler",Yearly,1
1292,Kinkajou,Monthly,1
1293,"Dog, raccoon",Weekly,0
1294,African elephant,Weekly,0
1295,"Whale, southern right",Weekly,0
1296,White-mantled colobus,Daily,1
1297,Eastern white pelican,Once,1
1298,Greater rhea,Yearly,1
1299,"Bustard, kori",Yearly,0
1300,Weeper capuchin,Often,1
1301,"Kingfisher, pied",Daily,0
1302,Euro wallaby,Monthly,0
1303,Pocket gopher (unidentified),Seldom,0
1304,"Pie, indian tree",Yearly,0
1305,"Colobus, magistrate black",Yearly,0
1306,Red-billed buffalo weaver,Seldom,1
1307,Southern ground hornbill,Yearly,1
1308,"Lynx, african",Seldom,1
1309,Genoveva,Never,1
1310,"Armadillo, common long-nosed",Once,0
1311,"Pademelon, red-legged",Monthly,1
1312,Common wombat,Never,0
1313,"Peccary, collared",Often,1
1314,Superb starling,Monthly,1
1315,Black-crowned night heron,Daily,1
1316,Honey badger,Never,1
1317,Sable antelope,Often,1
1318,Stanley bustard,Weekly,1
1319,Snake (unidentified),Weekly,1
1320,"Lemming, collared",Yearly,0
1321,African buffalo,Yearly,1
1322,"Albatross, galapagos",Daily,0
1323,"Ferret, black-footed",Yearly,1
1324,"Spoonbill, white",Yearly,1
1325,Black and white colobus,Monthly,1
1326,"Vulture, black",Yearly,0
1327,Zorilla,Once,0
1328,Sally lightfoot crab,Yearly,0
1329,Giant otter,Monthly,0
1330,"Salmon, sockeye",Often,1
1331,"Kingfisher, pied",Often,0
1332,"Squirrel, eastern fox",Weekly,0
1333,Monitor lizard (unidentified),Daily,0
1334,Reindeer,Once,0
1335,Blue duck,Daily,0
1336,Black swan,Yearly,0
1337,"Eagle, tawny",Once,1
1338,"Sparrow, house",Seldom,1
1339,Ferruginous hawk,Monthly,0
1340,Gemsbok,Daily,1
1341,Small-clawed otter,Once,0
1342,White-necked raven,Never,1
1343,"Macaque, rhesus",Often,0
1344,Mudskipper (unidentified),Seldom,1
1345,"Devil, tasmanian",Yearly,1
1346,Goliath heron,Seldom,0
1347,"Deer, black-tailed",Once,0
1348,Polar bear,Yearly,1
1349,Elegant crested tinamou,Monthly,1
1350,Black-footed ferret,Never,0
1351,"Parrot, hawk-headed",Once,1
1352,Striped hyena,Monthly,1
1353,"Falcon, peregrine",Never,1
1354,"Raccoon, common",Weekly,0
1355,Two-toed sloth,Yearly,0
1356,"Weaver, lesser masked",Monthly,0
1357,Richardson's ground squirrel,Often,1
1358,"Raccoon, crab-eating",Weekly,0
1359,"Heron, green",Yearly,1
1360,Kalahari scrub robin,Daily,0
1361,Gila monster,Seldom,0
1362,Cape Barren goose,Never,1
1363,Crab (unidentified),Weekly,1
1364,"Tortoise, asian foreset",Monthly,1
1365,"Openbill, asian",Daily,0
1366,"Fox, bat-eared",Daily,0
1367,Black-throated butcher bird,Yearly,0
1368,Ostrich,Monthly,0
1369,"Godwit, hudsonian",Daily,0
1370,"Catfish, blue",Never,1
1371,"Deer, black-tailed",Daily,1
1372,"Glider, squirrel",Daily,0
1373,"Sloth, two-toed",Monthly,1
1374,"Snake, tiger",Never,1
1375,Black spider monkey,Seldom,1
1376,Sacred ibis,Monthly,1
1377,Agama lizard (unidentified),Monthly,1
1378,Hawk-headed parrot,Monthly,1
1379,"Bird, red-billed tropic",Monthly,0
1380,Common wallaroo,Never,1
1381,"Dove, ring",Seldom,0
1382,"Fox, blue",Never,1
1383,Common mynah,Seldom,1
1384,Kinkajou,Often,1
1385,Green heron,Never,1
1386,Ferruginous hawk,Seldom,0
1387,Cormorant (unidentified),Once,1
1388,Sage grouse,Yearly,1
1389,"Monkey, red howler",Often,1
1390,"Weaver, white-browed sparrow",Never,1
1391,Osprey,Never,0
1392,"Otter, cape clawless",Never,0
1393,"Wapiti, elk,",Monthly,0
1394,"Racer, blue",Once,0
1395,"Whale, killer",Monthly,1
1396,"Penguin, little blue",Seldom,1
1397,"Crow, american",Once,0
1398,"Robin, kalahari scrub",Daily,0
1399,"Monitor, water",Daily,1
1400,"Rhea, gray",Yearly,1
1401,"Snake, western patch-nosed",Often,0
1402,African lynx,Seldom,0
1403,"Armadillo, nine-banded",Often,1
1404,Rainbow lory,Yearly,1
1405,"Dove, white-winged",Once,1
1406,Ocelot,Yearly,0
1407,Mandras tree shrew,Weekly,0
1408,"Openbill, asian",Once,1
1409,"Skink, blue-tongued",Often,0
1410,Golden brush-tailed possum,Weekly,0
1411,"Iguana, common green",Seldom,1
1412,Frog (unidentified),Daily,1
1413,Least chipmunk,Daily,0
1414,Red-tailed cockatoo,Never,1
1415,Swamp deer,Yearly,1
1416,"Sheathbill, snowy",Once,1
1417,Asian 0 vampire bat,Yearly,0
1418,Four-spotted skimmer,Daily,1
1419,"Wolf, timber",Yearly,0
1420,"Raven, white-necked",Weekly,0
1421,Dromedary camel,Daily,1
1422,"Flycatcher, tyrant",Never,1
1423,"Stork, greater adjutant",Yearly,1
1424,"Cormorant, large",Seldom,0
1425,"Squirrel, thirteen-lined",Never,0
1426,Scottish highland cow,Never,0
1427,Long-nosed bandicoot,Once,0
1428,"Gorilla, western lowland",Yearly,0
1429,"Otter, oriental short-clawed",Never,0
1430,"Deer, spotted",Never,1
1431,"Kangaroo, brush-tailed rat",Yearly,0
1432,"Shrike, common boubou",Yearly,0
1433,"Lapwing, southern",Yearly,0
1434,Little heron,Once,0
1435,"Cat, long-tailed spotted",Never,0
